,Lyrics
"""Emotion""",done heartache life inside one clinging instead tonight need tear pillow wherever cry river lead ocean never see fall apart word broken heart emotion taken tied sorrow lost soul come back come home darling know nobody left world hold tight nobody left world kiss goodnight goodnight goodnight goodnight goodnight might also like side part thing got part someone else find shining star need tear pillow wherever cry river lead ocean never see fall apart word broken heart emotion taken tied sorrow lost soul come back come home darling know nobody left world hold tight nobody left world kiss goodnight goodnight goodnight need tear pillow wherever cry river lead ocean never see fall apart word broken heart emotion taken tied sorrow lost soul come back come home darling know nobody left world hold tight nobody left world kiss goodnight goodnight goodnight goodnight ohh word broken heart emotion taken tied sorrow lost soul come back come home darling 
"""Lay Down Sally""",nothing wrong wanting stay know got somewhere make home stay ever leave lay sally rest arm think want someone talk lay sally need leave soon trying night long talk sun nearly rise still got moon star underneath velvet sky love matter stay ever leave lay sally rest arm think want someone talk lay sally need leave soon trying night long talk might also like long see morning light coloring face dreamily say goodbye lay worry stay ever leave lay sally rest arm think want someone talk lay sally need leave soon trying night long talk lay sally rest arm think want someone talk lay sally need leave soon trying night long talk 
"""Miss You""",holding long sleeping alone lord miss hanging phone sleeping alone want kiss sometime ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh well haunted sleep starring dream lord miss child waiting hall waiting call phone ring friend mine say hey matter man goingna come around twelve puerto rican girl thats dying meet goinna bring case wine hey let mess fool around know like used might also like everybody wait long baby waitin long come come walkin central park singing dark people think crazy stumbling foot shuffling street asking people matter boy sometimes want say sometimes say ooh ooh ooh ooh ooh ooh ooh miss child guess lying one else lord miss child blotting mind fooling time miss baby yeah lord miss child lord miss child 
"""Just the Way You Are""",changing try please never let imagine familiar see anymore would leave time trouble never could come far took good time take bad time take way trying new fashion change color hair always unspoken passion although might seem care want clever conversation never want work hard want someone talk want way need know always old someone knew take till believe way believe might also like said love forever promise heart love better love way alright want clever conversation never want work hard want someone talk want way 
"""With a Little Luck""",little luck help make whole damn thing work little love lay feel town exploding end together together end end end willow turn back inclement weather little luck clear bring landing little luck turn misunderstanding end together together end end end willow turn back inclement weather little push could set send rocketing skywards little love could shake feel comet exploding might also like little luck little luck little luck little luck little luck little luck little luck little luck help little luck little luck little luck make whole damn thing work little luck little luck little love lay little luck little luck little luck feel town exploding little luck little luck little love baby little luck little luck little luck could set send rocketing skywards little luck little luck little luck could shake yeah yeah little luck little luck little luck little luck help make whole damn thing work little luck little luck little love lay little luck little luck little luck feel town exploding little luck little luck little push could set little luck little luck little luck send rocketing skywards little luck little luck little love could shake little luck little luck little luck feel comet exploding woh 
"""If I Can't Have You""",know surviving every lonely day got chance life would end matter cry tear love waste time turn away strong enough see crazy want nobody baby want nobody baby let matter try gave easily love dream never come true strong enough see crazy might also like want nobody baby want nobody baby want nobody baby want nobody want nobody baby want nobody want nobody baby nobody want nobody baby want nobody baby 
"""Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)""",keep dancing dance dance dance dance dancing beat feel heat moving foot heading towards floor got get get rumba tango latin hustle yowsah yowsah yowsah wan boogie oooh treat feel sweet body heat dancing baby drive crazy make hazy rumba tango latin hustle yowsah yowsah yowsah wan boogie might also likedance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance keep keep dance dance dance dance keep dancing dance dance dance dance keep keep dance dance dance dance keep 
"""Hot Child in the City""",danger shape something wild stranger dressed black hungry child one know name know came game hot child city hot child city runnin wild lookin pretty hot child city young loose young boy want take home come downtown boy stop stare come downtown walk like care yeah hot child city hot child city runnin wild lookin pretty yeah hot child city might also like come place baby talk love come place baby make love hot child city hot child city kinda dangerous hot child city young child runnin wild lookin pretty young child runnin wild hot child city hot child city hot child city hot child city hot child city hot child city hot child city hot child city hot child city ohh hot child 
"""Love Is Like Oxygen""",love like oxygen get much get high enough gon die love get high love like oxygen get much get high enough gon die love get high time side got heard pride always come fall rumour goin round town want around shake city blue everywhere turn lose love like oxygen get much get high enough gon die love get high might also like love like oxygen get much get high enough gon die love get high time healer lonely fever sad word air thing better left unsaid gon spend day bed walk street night hidden city light city light love like oxygen get much get high enough gon die love get high love like oxygen get much get high enough gon die love get high love like oxygen get much get high enough gon die love get high 
"""It's a Heartache""",nothing heartache hit late hit fool game nothing fool game standing cold rain feeling like clown heartache nothing heartache love till arm break let right love share find care wise need someone much depended heartache nothing heartache hit late hit fool game nothing fool game standing cold rain feeling like clown might also likeit right love share find care wise need someone much depended heartache nothing heartache love till arm break let fool game standing cold rain feeling like clown heartache love till arm break let fool game standing cold rain 
"""We Will Rock You/We Are the Champions""",queen wiki another one bite dust bohemian rhapsody crazy little thing called love killer queen crazy little thing called love killer queen fat bottomed girl week cleanup week cleanup week pressure bicycle race rock champion flash week cleanup week cleanup week somebody love best friend play game stop save week cleanup week cleanup week good old fashioned lover boy seven sea rhye radio want week cleanup week cleanup week kind magic one vision day life want live forever heaven everyone show must end queen cleanup 
"""Baker Street""",windin way baker street light head dead foot well another crazy day drink night away forget everything city desert make feel cold got many people got soul taking long find wrong thought held everything used think easy used say easy tryin tryin another year happy one year happy cryin cryin way street light place open door got look face asks tell seen talk anything got dream buyin land gon give booze one night stand settle quiet little town forget everything know always keep movin know never gon stop movin cause rollin rollin stone wake new mornin sun shinin new mornin goin goin home might also like 
"""Can't Smile Without You""",know smile without smile without laugh sing finding hard anything see feel sad sad feel glad glad knew going smile without came along like song brightened day believed part dream seems light year away know smile without smile without smile without laugh sing finding hard anything see feel sad sad feel glad glad knew going smile might also like people say happiness take long find well finding hard leaving love behind see smile without smile without laugh sing finding hard anything see feel glad glad feel sad feel sad sad knew going smile without smile without smile without laugh sing finding hard anything 
"""Too Much, Too Little, Too Late""",sorry end way reason pretend knew end day way guess kick gone use tryin hang somewhere lost key little left clear see much little late lie much little late try middle ending something much little late ever try much little late let end friend much little late knew end guess chip nearly bridge tumbled whatever chance try let face deny might also liketoo much little late ever try much little late let end friend much little late knew end much little late ever try much little late let end friend much little late knew end 
"""Dance With Me""",got keep makin high got keep makin high got keep makin high feeling sad blue come dance make dream come true come dance lady get seat come dance gentleman get foot come dance say word summon band hand let mind body free dance got keep makin high got keep makin high got feel soul come dance got make lose control come dance play music tight dance got higher kite come dance might also likesay word summon band hand let mind body free dance got keep makin high got keep makin high free like see dance got keep dancing cause making high got keep keep dancing got keep dancing cause making high got keep keep dancing got keep dancing cause making high got keep makin high got keep keep dancing got keep makin high got keep dancing cause making high got keep makin high got keep keep dancing got keep makin high got keep makin high got keep makin high feeling sad blue come dance make dream come true come dance say word summon band hand let mind body free dance got keep makin high got keep got keep makin high got keep let mind body free dance 
"""Two Out of Three Ain't Bad""",baby talk night getting nowhere told everything possibly nothing left inside maybe cry night never change way feel snow really piling outside wish make leave poured poured tried show much care tired word hoarse shout cold long cryin icicle instead tear keep tellin want need way ever gon love sad sad cause cause two three bad sad cause cause two three bad might also like never find gold sandy beach never drill oil city street know lookin ruby mountain rock coupe ville hidin bottom cracker jack box lie tell somethin matter try never able give somethin somethin got well one girl ever love many year ago though know never get heart never loved back ooh know well remember left stormy night kissed got bed though pleaded begged walk door packed bag turned right away kept tellin kept tellin kept tellin want need way ever gon love sad cause two three bad want need way ever gon love sad cause two three bad sad cause two three bad baby talk night getting nowhere 
"""Jack And Jill""",jack jack wanting someone feel feel sat hill hill waited day jill jill jill always away home home never bothering phone phone always leavin poor jack alone think jack snuck hill snuck hill cause needed love needed love get jill yes think jack snuck hill snuck hill yeah needed love yes needed love get jill might also like jack jack like little red riding hood hood always tryin good good waited long could jill jill right wrong wrong jack carry leave home long think jack snuck hill snuck snuck broke crown needed love sweet love needed love get jill sweet sweet love huh think hey jack snuck hill snuck hill yeah needed love yes needed love get jill yeah jack jill jack jill think think jack snuck hill think snuck hill cause needed love needed love needed love get jill yes think got right knee jack snuck hill mud hand needed love crawled crawled needed love get jill crawled long think heeeeeey jack snuck hill snuck snuck broke crown cause needed love needed love needed love get jill wanted sweet sweet love yeah think ooh ooh ooh yeah jack snuck hill ooh ooh yeah needed love ooh yeah needed love get jill ooh ooh ooh ooh ooh ooh ooh ooh ooh think 
"""Take a Chance on Me""",change mind first line take chance take take chance chance take chance take chance honey still free take chance take take chance chance take chance take chance take take chance chance take chance take chance need let know gon around take take chance chance take chance take chance take take chance chance take chance take chance got place feeling take take chance chance take chance take chance take chance take chance take take chance chance take chance take chance alone pretty bird flown take take chance chance take chance take chance take take chance chance take chance take chance honey still free take chance take take chance chance take chance take chance take take chance chance take chance take chance gon best lie take take chance chance take chance take chance take take chance chance take chance take chance put test let try take take chance chance take chance take chance take take chance chance take chance take chance take chance ask honey take chance might also like dancing walking long together long together listen music maybe talking get know better get know better cause know got much wan dream alone magic want leave afraid love affair think know let change mind first line take chance take take chance chance take chance take chance honey still free take chance take take chance chance take chance take chance take take chance chance take chance take chance need let know gon around take take chance chance take chance take chance take take chance chance take chance take chance got place feeling take take chance chance take chance take chance take chance take chance take take chance chance take chance take chance alone pretty bird flown take take chance chance take chance take chance take take chance chance take chance take chance honey still free take chance take take chance chance take chance take chance take take chance chance take chance take chance gon best lie take take chance chance take chance take chance take take chance chance take chance take chance put test let try take take chance chance take chance take chance take take chance chance take chance take chance take chance come give break take chance take time baby hurry know gon get know gon get wan hurt baby worry gon let gon let let tell love strong enough last thing rough magic say waste time get mind let cause love change mind first line take chance take take chance chance take chance take chance honey still free take chance take take chance chance take chance take chance take take chance chance take chance take chance need let know gon around take take chance chance take chance take chance take take chance chance take chance take chance got place feeling take take chance chance take chance take chance take chance take chance take take chance chance take chance take chance alone pretty bird flown take take chance chance take chance take chance take take chance chance take chance take chance honey still free take chance take take chance chance take chance take chance take take chance chance take chance take chance gon best baby see take take chance chance take chance take chance take take chance chance take chance take chance got put test take chance take take chance chance take chance take chance take take chance chance take chance take chance take chance take chance take chance baa take chance take take chance chance take chance take chance honey still free take chance take take chance chance take chance take chance take take chance chance take chance take chance gon best baby see take take chance chance take chance take chance take take chance chance take chance take chance got put test take chance take take chance chance take chance take chance take chance take chance take take chance chance take chance take chance take chance take chance take chance baa take take chance chance take chance take chance take take chance chance take chance take chance honey still free take chance take take chance chance take chance take chance take take chance chance take chance take chance gon best baby see take take chance chance take chance take chance take take chance chance take chance take chance got put test take chance take take chance chance take chance take chance take take chance chance take chance take chance take chance take chance take chance 
"""Sometimes When We Touch""",ask love choke reply rather hurt honestly mislead lie judge say beginning see real sometimes touch honesty much close eye hide wan hold til die til break cry wan hold til fear subsides romance strategy leaf battling pride insecurity tenderness survives another writer still trapped within truth hesitant prize fighter still trapped within youth sometimes touch honesty much close eye hide wan hold til die til break cry wan hold til fear subsides might also like time like break drive knee time like break hold endlessly time understand know hard tried watched love command watched love pas time think drifter still searching friend brother sister passion flare sometimes touch honesty much close eye hide wan hold til die til break cry wan hold til fear subsides 
"""Last Dance""",last dance last chance love yes last chance romance tonight need beside guide hold scold cause bad bad let dance last dance let dance last dance let dance last dance tonight last dance last chance love yes last chance romance tonight need beside guide hold scold cause bad bad might also like let dance last dance let dance last dance let dance last dance tonight yeah well right fill appetite sure one ask dance dance dance yeah need beside guide hold scold cause bad bad let dance last dance let dance last dance let dance last dance let dance last dance tonight ooh ooh yeah ooh ooh need guide guide hold scold cause bad bad come baby dance dance come baby dance dance come baby let dance tonight hey 
"""Hopelessly Devoted to You""",guess mine first heart broken eye first cry first know getting know fool willing sit around wait baby see nothing else hopelessly devoted nowhere hide since pushed love aside head hopelessly devoted hopelessly devoted hopelessly devoted head saying fool forget heart saying let hold til end intend hopelessly devoted might also like nowhere hide since pushed love aside head hopelessly devoted hopelessly devoted hopelessly devoted 
"""Hot Blooded""",well hot blooded check see got fever hundred three come baby dance hot blooded hot blooded read mind know mind honey oughta know move fine let lay line wan know doin show make secret rendezvous show loving like never knew hot blooded check see got fever hundred three come baby dance hot blooded hot blooded might also like feel alright maybe stay night shall leave key got give sign come girl kind sign tell hot mama sure look way old enough ready call bluff timing right save love tonight yeah hot blooded check see feel fever burnin inside come baby dance hot blooded hot blooded hot make secret rendezvous get away know well hot blooded check see got fever hundred three come baby dance hot blooded hot blooded hot blooded every night hot blooded lookin tight hot blooded driving wild hot blooded hot child hot blooded little bit high hot blooded little bit shy hot blooded makin sing hot blooded sweet sweet thing hear said 
"""You're in My Heart (The Final Acclaim)""",know day walked room said hello unnoticed said goodbye soon breezing clientele spinning yarn lyrical really must confess right attraction purely physical took habit beginning hard accept fashion sense beardsley print put experience big bosomed lady dutch accent tried change point view lib line well rehearsed heart cried heart soul breath grow old lover best friend soul love immeasurable respect immense ageless timeless lace fineness beauty elegance rhapsody comedy symphony play every love song ever written honey see might also like heart soul breath grow old lover best friend soul essay glamour please pardon grammar every schoolboy dream celtic united baby decided best team ever seen many affair many time thought leave bite lip turn around cause warmest thing ever found heart soul breath grow old lover best friend soul heart soul breath grow old lover best friend soul heart soul breath grow old lover best friend soul 
"""The Closer I Get to You""",closer get make see giving got love captured try tell could never friend inside knew real way make feel lying next time seems fly needing let give love try sweeter sweeter love grows heaven fool trick time heart love find true love special way might also like closer get make see giving got love captured try tell could never friend inside knew real way make feel closer get make see giving got love captured closer get feeling come falling closer sweet gravity closer get 
"""Dust in the Wind""",close eye moment moment gone dream pas eye curiosity dust wind dust wind old song drop water endless sea crumbles ground though refuse see dust wind dust wind ohh hang nothing last forever earth sky slip away money another minute buy might also like dust wind dust wind dust wind dust wind everything dust wind everything dust wind wind 
"""Magnet and Steel""",told ought know ooh take time feeling grow ooh close let ooh let shy show way feel might try secret reveal magnet steel hope hold long ooh woman lost song ooh love feel strong ooh wrong shy show way feel might try secret reveal magnet steel ooh ooh ooh might also like shy show way feel might try secret reveal magnet steel magnet steel magnet 
"""Short People""",short people got reason short people got reason short people got reason live got little hand little eye walk around tellin great big lie got little nose tiny little teeth wear platform shoe nasty little foot well want short people want short people want short people round short people fool men brother day die wonderful world short people got nobody short people got nobody short people got nobody love might also like got little baby leg stand low got pick say hello got little car beep beep beep got little voice goin peep peep peep got grubby little finger dirty little mind gon get every time well want short people want short people want short people round 
"""Use ta Be My Girl""",shoop shoop shoo doo doo shoo doo shoop shoop shoo doo doo shoo doo shoop shoop shoo doo doo doo doo shoop shoop shoo doo doo doo doo ooh good lovin girl got plenty good lovin ask know tell used girl respect mine used neglect wanted could give long live girl use girl use girl charming personality girl right girl chance lord know take back matter fact right away like today might also like good lookin girl smart beat cookin ask know tell used girl ooh deep inside still love place one warm sensitive long live girl chance lord know take back matter fact right away like today ooh well shoo doo doo doo shoop shoop shoo doo doo shoo doo shoop shoop shoo doo doo shoo doo shoop shoop shoo doo doo doo doo shoop shoop shoo doo doo shooby dooby doo shoop shoop shoo doo doo shoo doo shoop shoop shoo doo doo shoo doo shoop shoop shoo doo doo doo doo shoop shoop shoo doo doo shooby dooby doo good lovin girl got plenty good lovin ask know tell use girl girl used use girl use girl lie thing like use girl use girl mine mine mine use girl use girl use girl use girl deep inside still love place one got say shoo doo shoo doo shoo doo doo doo doo doo doo mine mine shoo doo doo doo shoop shoop shoo doo doo use girl used girl use girl use girl girl use girl 
"""Our Love""",morning star shining brightly beside keep love last eternity way love love way cause love stand tall tree love spread wide sea love shine bright night like star always together love love surely one thing surely depend time darkness fear know make strong gon make happy gon make smile cause love stand tall tree love whole world see love change people wrong right never die cause always might also like yeah ooh ooh ooh love stand tall tree love spread wide sea love shine bright night like star always together yeah love yeah love got good old fashioned love baby baby love hey hey baby love got mighty mighty fine love baby baby love love got mighty mighty good love baby baby love ooh right bring little cause love soft love sweet love nice love gentle love joy love pain love laughing rain got love mind love always right time love love love little baby got love mind love always right time love love love gon set free yeah baby baby love love yeah yeah yeah baby baby love ooh ooh ooh ooh ooh ooh ooh ooh love ooh ooh ooh ooh ooh ooh ooh ooh baby baby love ooh ooh ooh ooh ooh ooh ooh ooh love ooh ooh ooh ooh ooh ooh ooh ooh baby baby love 
"""Love Will Find a Way""",thought love strong feeling like fool poor thinking maybe said goodbye understand reason love felt cool mmm hmm alright alright get past pain past pain learn find love keep heart open cause love find way sometimes feel need change love rearrange move something new yes dream feel like falling apart need find brand new start almost afraid true alright alright get past pain past pain learn find love find love keep heart open cause love find way hey might also likelove find way love find way yeah afraid move something else let love shine yes cause alright alright get past pain past pain learn find love find love keep heart open cause love find way alright alright get past pain past pain learn find love find love keep heart open cause love find way yes alright alright afraid cause alright alright yes alright alright keep heart open cause love find way yes alright alright cause alright alright afraid open heart right love find way 
"""An Everlasting Love""",watching cry game heaven lonely world sun rain losing ever held tight ever held arm make blue maybe everlasting love got everlasting love tall wide high rumble thunder love need show want everlasting dream take anywhere tear yesterday killed pain blew away memory tear cried everlasting love never die take cold give hungered pleasure taking heart need make love might also likei star born mine could saved pain knew make cry maybe everlasting love try got everlasting love tall wide high rumble thunder love need show want everlasting dream take anywhere tear yesterday killed pain blew away memory tear cried everlasting love never die got everlasting love tall wide high rumble thunder love need show want everlasting dream take anywhere tear yesterday killed pain blew away memory tear cried everlasting love never die got everlasting love tall wide high rumble thunder love need show want everlasting dream take anywhere tear yesterday killed pain blew away memory tear cried everlasting love never 
"""Love Is in the Air""",love air everywhere look around love air every sight every sound know foolish know wise something must believe look eye love air whisper tree love air thunder sea know dreaming know feel sane something must believe call name love air love air ooh ooh ooh might also like love air risin sun love air day nearly done know illusion know see true something must believe reach love air everywhere look around love air every sight every sound know foolish know wise something must believe look eye love air love air love air love air ooh ooh ooh ooh 
"""Goodbye Girl""",life waited love come stay found must slip away know hard believing word heard darlin must trust cause baby goodbye mean forever let tell goodbye mean never together wake long away cause thing goodbye girl bring back know taken afraid hurt fight love feel instead giving wait forever helping see meant might also like remember goodbye mean forever let tell goodbye mean never together though may far apart still heart forget past goodbye girl cause home last 
"""Slip Slidin' Away""",slip slidin away slip slidin away know nearer destination slip slidin away know man came hometown wore passion woman like thorny crown said delores live fear love overpowering afraid disappear slip slidin away slip slidin away know nearer destination slip slidin away know woman became wife word us describe life said good day got rain said bad day lie bed think thing might might also likeslip slidin away slip slidin away know nearer destination slip slidin away know father son longed tell reason thing done came long way explain kissed boy lay sleeping turned around headed home slip slidin away slip slidin away know nearer destination slip slidin away god know god make plan information unavailable mortal man working job collect pay believe gliding highway fact slip slidin away slip slidin away slip slidin away know nearer destination slip slidin away outro 
"""The Groove Line""",pack grip takin trip seat got dancin foot leave worry behind cause rain shine mind ridin groove line tonight get train know glad came hit track party hard back leave worry behind leave worry behind cause rain shine mind ridin groove line tonight check wheel turnin know stop got boiler burnin keepin hot might also like grab friend get train comin climb board leave leave worry behind leave worry behind cause rain shine mind ridin groove line tonight leave worry behind leave worry behind cause rain shine mind ridin groove line tonight check wheel turnin know stop got boiler burnin yeah keepin hot grab friend get train comin climb board leave leave worry behind leave worry behind cause rain shine mind ridin groove line tonight ride rain shine mind ridin groove line tonight ride rain shine mind ridin groove line tonight ride rain shine mind ridin groove line tonight ride rain shine mind 
"""Thunder Island""",sha lady sun hair undone hear callin name across bay summer day laughin hidin chasin love thunder island hey hey hey hey color indian summer shared hour without number one day sky turned dark wind grew wild caught rain blinded lightning rode storm thunder island held close storm passed fell laughing wet grass body drying sunshine sweet sunshine might also likeso sha lady sun dress undone every mile away every day cut little bit deeper remember night cool sand makin love thunder island hey hey hey hey goodbye thunder island 
"""My Sharona""",ooh little pretty one pretty one gon give time sharona ooh make motor run motor run gun coming line sharona never gon stop give dirty mind always get touch younger kind woo sharona come little closer huh huh close enough look eye sharona keeping mystery get running length thigh sharona never gon stop give dirty mind always get touch younger kind woo sharona sharona might also like gon give give matter time sharona destiny destiny game mind sharona never gon stop give dirty mind always get touch younger kind woo woo sharona sharona sharona sharona oooooh sharona oooooh sharona oooooh sharona 
"""Bad Girls""",toot toot hey beep beep toot toot hey beep beep toot toot hey beep beep toot toot hey beep beep bad girl talking bout sad girl sad girl talking bout bad bad girl yeah see street night walkin picking kind stranger price right score pocket tight want good time ask like everybody else come near far woah bad girl yeah bad girl bad girl talking bout sad girl yeah sad girl sad girl sad girl talking bout bad bad girl yeah friday night strip hot hot sun gone trot trottin spirit high leg look hot wan get might also like ask like everybody else wan star woah yeah yeah bad girl bad girl sad girl dirty bad girl beep beep huh bad girl sad girl dirty bad girl beep beep huh though call different name different name mama like find find girl night toot toot hey beep beep toot toot hey beep beep toot toot hey beep beep toot toot hey beep beep hey mister got dime toot toot hey beep beep toot toot hey beep beep mister want spend time yeah toot toot hey beep beep toot toot hey beep beep got want got need toot toot hey beep beep toot toot hey beep beep baby come spend toot toot hey beep beep toot toot hey beep beep hey mister spend time toot toot hey beep beep toot toot hey beep beep toot toot hey beep beep toot toot hey beep beep bad girl bad girl toot toot hey beep beep toot toot hey beep beep talkin sad sad girl yeah sad girl yeah toot toot hey beep beep toot toot hey beep beep hey hey mister got dime toot toot hey beep beep toot toot hey beep beep toot toot hey beep beep toot toot hey beep beep toot toot hey beep beep toot toot hey beep beep 
"""Le Freak""",one two three freak freak est chic freak freak freak est chic freak freak freak est chic freak freak freak est chic freak heard new dance craze listen sure amazed big fun everyone surely done young old told one try sold called freak night day allow show way might also like freak freak est chic freak freak freak est chic freak freak freak est chic freak freak freak est chic freak pressure got head spinning around feel rhythm chant rhyme come along real good time like day stompin savoy freak joy come find spot floor freak freak est chic freak freak freak est chic freak freak freak est chic freak freak freak est chic freak freak said freak freak pressure got head spinning around feel rhythm chant rhyme come along real good time like day stompin savoy freak joy come find spot floor freak freak est chic freak freak freak est chic freak freak freak est chic freak freak freak est chic freak freak freak est chic freak freak freak est chic freak freak freak est chic freak freak freak est chic freak freak freak est chic 
"""Da Ya Think I'm Sexy?""",sugar sugar ooh sits alone waitin suggestion nervous avoidin question lip dry heart gently poundin know exactly thinkin want body think sexy come sugar let know really need reach touch come honey tell tell baby actin shy lookin answer come honey let spend night together hold minute much give dime phone mother catch cab high rise apartment last tell exactly heart meant want body think sexy come honey tell really need reach touch come sugar let know might also like heart beating like drum cause last got girl home relax baby alone wake dawn cause bird singing two total stranger thinking outside cold misty raining got neither one complaining say sorry milk coffee never mind sugar watch early movie want body think sexy come sugar let know really need reach touch come honey tell really need reach touch come sugar let know really really really really need let know reach touch really want reach touch come sugar let know really need reach touch come sugar let know really need come tell 
"""Reunited""",fool ever leave side minus lonely ride breakup made lonesome sad realize love cause want back hey hey spent evening radio regret moment let quarrel way learnin much know love cause need touch hey hey reunited feel good reunited cause understood one perfect fit sugar one excited cause reunited hey hey might also like sat starin old wall came back life got call wished could climb right telephone line give want would still mine hey hey cheatin honey play found hard stay away reminisce precious moment like glad back together cause missed kiss hey hey reunited feel good reunited cause understood one perfect fit sugar one excited cause reunited hey hey lover lover solid love exactly dreaming day night give love might hey hey reunited feel good reunited cause understood one perfect fit sugar one excited cause reunited hey hey listen baby ever let cry let one day without holding without kissing without loving reunited everything know free love wan let know let wan let know let reunited reunited feel good reunited cause understood one perfect fit sugar one excited cause reunited 
"""I Will Survive""",first afraid petrified kept thinkin could never live without side spent many night thinkin wrong grew strong learned get along back outer space walked find sad look upon face changed stupid lock made leave key known one second back bother walk door turn around cause welcome anymore one tried hurt goodbye think crumble think lay die survive long know love know stay alive got life live got love give survive survive hey hey might also like took strength fall apart tryin hard mend piece broken heart spent many night feeling sorry used cry hold head high see somebody new chained little person still love felt like droppin expect free saving lovin someone lovin walk door turn around cause welcome anymore one tried break goodbye think crumble think lay die survive long know love know stay alive got life live got love give survive survive walk door turn around cause welcome anymore one tried break goodbye think crumble think lay die survive long know love know stay alive got life live got love give survive survive survive took strength fall apart tryin hard mend piece broken heart spent many night feeling sorry used cry hold head high see somebody new chained little person still love felt like droppin expect free well saving lovin someone lovin walk door turn around cause welcome anymore one tried hurt goodbye think crumble think break die survive long know love know stay alive got life live got love give survive survive survive got life live got much love give survive yes survive yeah survive 
"""Hot Stuff""",sittin eatin heart waitin waitin lover call dialed thousand number lately almost rang phone wall lookin hot stuff baby evenin need hot stuff baby tonight want hot stuff baby evenin got hot stuff got love tonight hot stuff need hot stuff want hot stuff need hot stuff lookin lover need another want another night wan share love warm blooded lover wan bring wild man back home got hot love baby evenin need hot stuff baby tonight want hot stuff baby evenin got lovin got love tonight hot stuff need hot stuff hot love lookin hot love might also like hot hot hot hot stuff hot hot hot hot hot hot hot stuff hot hot hot hot stuff baby evenin need hot stuff baby tonight gim little hot stuff baby evenin hot stuff baby gon need love tonight hot stuff need hot love lookin hot stuff wan hot love sittin eatin heart reason spend another night dialed hundred number lately bound find somebody home gon hot stuff baby evenin need hot stuff baby tonight lookin hot stuff baby evenin need lovin baby gon need love tonight hot stuff baby evenin need hot stuff baby tonight yeah yeah want hot stuff baby evenin want hot stuff baby tonight yeah yeah yeah yeah hot stuff baby need hot stuff baby tonight want hot stuff baby evenin hot stuff baby gon need love tonight 
"""Y.M.C.A.""",young man need feel said young man pick ground said young man cause new town need unhappy young man place said young man short dough stay sure find many way good time fun stay fun stay everything young men enjoy hang boy fun stay fun stay get clean good meal whatever feel young man listening said young man want said young man make real dream got know one thing man said young man put pride shelf sure help today might also like fun stay fun stay everything young men enjoy hang boy fun stay fun stay get clean good meal whatever feel young man shoe said blue felt man cared alive felt whole world jive someone came said young man take walk street place called start back way fun stay fun stay everything young men enjoy hang boy fun stay young man young man need feel young man young man get ground fun stay young man young man listening young man young man wan find man man young man young man put pride shelf young man young man shoe young man young man blue fun stay 
"""Ring My Bell""",glad home really miss guess look eye look eye look eye well lay back relax put away dish put away dish rock bye ring bell ring bell ring bell ring bell ring bell ring bell ring bell ring bell night young full possibility well come let free love long saving tonight made might also like ring bell ring bell ring bell ring bell ring bell ring bell ring bell ring bell ring bell ring bell ding dong ding ring ring bell anytime anywhere ring ring ring ring ring bell ring bell ding dong ding ring ring bell anytime anywhere ring ring ring ring ring bell ring bell ring bell ring bell ring bell ring bell ring bell ring bell ring bell ring bell ding dong ding ring ring bell anytime anywhere ring ring ring ring ring bell ring bell ding dong ding ring ring bell anytime anywhere ring ring ring ring bell ring bell ring bell ding dong ding bell ring bell ring bell ring ling ling bell ring bell ring bell ding dong ding bell ring bell ring bell ring ling ling bell ring bell bell ring bell bell ring bell ring bell ding dong ding bell ring bell ring bell ring ling ling bell ring bell bell ring bell bell ring bell ring bell ding dong ding bell ring bell ring bell ring ling ling 
"""Sad Eyes""",look like knew stay coming home today good thing miss sweet love must look way sad eye turn way want see cry sad eye knew come day would say goodbye try remember magic shared time broken heart mend never used knew really cared hate see end sad eye turn way want see cry sad eye knew come day would say goodbye might also like sad eye turn way want see cry sad eye knew come day would say goodbye sad eye turn way want see cry cry cry cry sad eye knew come day would say goodbye sad eye turn 
"""Too Much Heaven""",nobody get much heaven much harder come waiting line nobody get much love anymore high mountain harder climb ooh girl got lot love store flow flow love much life see beyond forever everything never die love beautiful thing make world summer day dream fade away nobody get much heaven much harder come waiting line nobody get much love anymore high mountain harder climb girl got highway sky turn away night day tear cry might also like life see new tomorrow everything never die love beautiful thing light made see precious love nobody get much heaven much harder come waiting line nobody get much love anymore high mountain harder climb love beautiful thing make world summer day dream fade away nobody get much heaven much harder come waiting line nobody get much love anymore wide river harder climb nobody get much heaven much harder come waiting line nobody get much love anymore high mountain harder climb nobody get much heaven much harder come waiting line nobody get much love anymore high mountain harder climb 
"""MacArthur Park""",spring never waiting dear ran one step ahead followed dance parted page pressed love hot fevered iron like striped pair pant macarthur park melting dark sweet green icing flowing someone left cake rain think take cause took long bake never recipe recall yellow cotton dress foaming like wave ground beneath knee bird like tender baby hand old men playing chinese checker tree macarthur park melting dark sweet green icing flowing someone left cake rain think take cause took long bake never recipe might also like another song sing another dream someone bring drink wine warm never let catch looking sun yeah love life love life still one take life hand use win worship eye lose thing desire passion flow like river sky love life yeah yeah love life still one ask whyy yeah yeah 
