,Lyrics
"""Ooh Aah... Just a Little Bit""",love sweetest thing shy away shy away every night make hate day get enough love wrong unkind show way turn away hide thought mind every moment thinking ooh little bit ooh little bit ooh little bit know looking ooh little bit ooh little bit ooh little bit give love ignore feeling good let way got set free tonight let body say take slow let prove love baby please need like child born phase could act angel true might also like ooh little bit ooh little bit ooh little bit know looking ooh little bit ooh little bit ooh little bit give love ignore cause feel alive feel love inside little bit little bit little bit little little bit little bit little bit woah woah ooh little bit ooh little bit ooh little bit know looking ooh little bit ooh little bit ooh little bit give love ignore yeah yeah ooh little bit ooh little bit ooh little bit know looking ooh little bit ooh little bit ooh little bit give love ignore yeah yeah little bit little bit little bit little little bit little bit little bit woah woah 
"""Mouth""",feel like blown apart piece know know kiss salty lip bet feel little crazy famous would fault could turn would bad could turn kiss mouth want taste turn upside want waste jump jump push even though know love inclined slap mouth kiss salty lip feel little crazy famous would fault could turn would bad could turn kiss mouth want taste turn upside want waste would fault could turn would bad could turn kiss mouth want taste turn upside want waste might also like fault take love throw wide might restrain could really blame feel blown apart piece fit make whole know would fault could turn would bad could turn kiss mouth want taste turn upside want waste kiss mouth want taste turn upside want waste kiss mouth want taste turn upside want waste 
"""All Cried Out""",alone sunday mornin outside see rain fallin whoa inside slowly dyin rain hide cryin cryin cryin know tear burn pillow set place fire cause tired lie needed simple hello traffic noisy could hear cry gave love vain body never knew pleasure heart never knew pain leave confused cried ooh yeah yes might also like never wanted see thing way astray fool baby fool yeah see grass greener late find way home could wrong leavin alone know tear cause inferno tear cause inferno baby romance often fade take blame one left neglected sorry baby apology accepted add broken heart collected whoa gave gave know would weaken easily know know cried cried gave love vain body never knew pleasure heart never knew pain left confused cried cried cried cried sorry baby yes sorry please forgive baby whoo please forgive 
"""I'm Still in Love with You""",still love mmm still love still love listen girl much love girl friend got thinkin affecting listen baby girl love girl know cause wan lose would without love baby heaven sent believe friend tell might also like still man still man true still man lucky still love matter friend jealous always keep happy cause still love yeah still love yeah time pass fast babe wish would last babe cause know heart life end start yeah baby know feelin feelin let baby know cause first true love ever known would without love baby heaven sent know heart best still man whoa still man true still man baby still man lucky ooh still love said still love matter friend matter say jealous matter always keep happy matter thing matter still love cause still love woo right wrong know make happy love still man hey baby still man true darling still man baby still man lucky still man whoa yeah yeah still love yeah matter friend see matter jealous matter said matter always keep happy matter cause always always cause still love one love like like love still love love said still man baby always make happy always baby cause still love still love 
"""Invisible Man""",hoh hoh hoh yeah hardly wait tell friend kiss taste sweet like wine always make heart skip beat every time walk feeling pick hold close makin love everything dreaming baby wish look way beautiful eye lookin deep mine telling word could say even know alive hoh hoh baby invisible man yeah ohoh see baby probably spend hour phone talkin bout nothing talkin bout nothing matter conversation long call ohhhhh lost love real sincere wipe away tear tear face light whenever appears ohhhhhh might also like wish look way look way beautiful eye lookin deep mine deep mine telling word could say even know alive know alive baby invisible man see see time baby see way look see wish sweetheart boy wish guess never wish look way beautiful eye lookin deep mine deep mine telling word could say even know alive even know alive baby invisible man wish look way look way beautiful eye lookin deep mine deep mine telling word could say even know alive hoh baby invisible man hoh hoh hoh baby invisible man see girl love yes love invisible man hoh hoh hoh yeah yeah invisible man baby baby baby yeah invisible 
"""Not Tonight""",nicki minaj moment life feat drake missy elliott work lauryn hill doo wop thing edit lil kim crush feat lil cease remix foxy brown feat jay lyte ruffneck salt pepa shoop monie love shame sister feat true image queen latifah brat funkdafied khia neck back gangsta boo dem dollas feat paul juicy shawnna gettin trina pull missy elliott get freak lyte cold rock party queen pen party party lil kim tonight feat brat left eye missy misdemeanor elliott angie martinez remix feat lisa left eye lope missy elliott salt pepa whatta man feat vogue foxy brown yeah feat spragga benz eve gangsta lovin feat alicia key brat chu like feat tyrese lil kim lighter lauryn hill lost one lady rage afro puff remy conceited something remy eve girl queen latifah lady first feat monie love play feat ice cube salt pepa push missy elliott rain supa dupa fly roxanne shante roxanne revenge recorded nicki minaj love trina feat kelly rowland mia whatcha wan foxy brown get home feat blackstreet remy feel good feat bahamadia uknowhowwedu rah digga break fool original version jade ching ching feat nelly furtado charli baltimore stand featuring ghostface killah lil kim big momma thang pete rock clock def remix feat nonchalant bonus track feat marley marl paula perry extra extra radio edit jean grae threat feat chen apani fly right wrong lauryn hill everything everything erykah badu love life worldwide feat queen latifah angie stone bahamadia bos deeper feat papa juggy 
"""Look into My Eyes""",thuggish ruggish nigga always always ready bring war way hate thuggish ruggish nigga always always ready bring war way hate look eye tell see would look eye look eye tell see could tell see comin door militia bring big nigga fuck gang bodyguard nigga stone cold killas peelas steppin limo bitch soldier maintain givin baby money diamond steady shinin gang know homies got love blessed outta sentence pump fist thug got keep lord shoulder jesus sent roll loco sober load revolver hold buck hell cause showin seen bulletholes much luck get blowed nigga go surgeon say body sewed hold wait minute time bone thug cause think really hate nigga might also like look eye tell see would look eye look eye tell see could tell see make nigga think bite shit call shit original worse tellin people made style put three fuckin year ago like nigga wan take credit bet even occur would eventually meet kid crash collide lock enemy wan say nigga name fin get stomped let loose heard news run could get dead huh hey murder muthafuckas deadly way fully automatic let lay shit get leatherface fuck get respect come put rest bloody bloody mess nevertheless stress figured platinum got actin like got mind time find real speak look eye tell see would look eye look eye tell see could tell see see soldier pistol holster givin toast thug nigga nothin love bud brought table nigga wan test catch slug put mud harmony smooth thug shit murda fool clone five nigga loc roughness nigga war craft bone get referrin bitch know tried rollin since shuttin shit industry nigga bite know nigga wan roll pro make friend foe chosen god done blessed potion pure devotion freely spoken baby nigga see never stay together clique clever ridin day stormy weather remember eternal mean everlastin assassin blastin bashin nigga doin heaven gon rulin true come losin provin wrong look eye tell see would look eye look eye tell see could tell see see five killer realer nigga ready roll wherever true pull trigger smother nigga put river killer sure nigga clownin mine rhyme style got mine see bitch goin pocket double time like want come get pap pap wan sound like wan like nigga nigga wan bite bone shit platinum rap nigga bet bitin shit doin nothin tryin make somethin outta nothin fuck let peel cap buck put check fuck mag glad cause fuckin bone sendin home body bag look eye bet see realer killer thug puttin harmony harmony look eye tell see would look eye look eye tell see could tell see look eye tell see would look eye look eye tell see could tell see bone thug bone thug bone thug 
"""Get It Together""",really wan stay really wan really need know get together get together really wan really wan stay really hope pray get together get together know pain feel taken love granted wan see way yeah time gon tell mind mind fed know love need really wan stay really wan really need know get together get together really wan really wan stay really hope pray get together get together might also like cause confused take control hope start brand new cause want lose love share baby rare willing try make see need wan stay wan got let know feel wan stay wan got let know feel really wan stay really wan really need know get together get together really wan really wan stay really hope pray get together get together see confused know understand know wan stay know wan baby please listen wan really wan stay really wan really need know get together get together really wan 
"""All by Myself""",young never needed anyone making love fun day gone livin alone think friend known dial telephone nobody home wan anymore hard sure sometimes feel insecure love distant obscure remains cure wan anymore wan live anymore might also like young never needed anyone making love fun day gone wan anymore wan live wan live anymore anymore wan live never never never needed anyone 
"""It's All Coming Back to Me Now""
",night wind cold body froze bed listened right outside window day sun cruel tear turned dust knew eye drying forever forever finished cry instant left remember banished every memory ever made touch like hold like admit coming back touch like hold like hard believe coming back coming back coming back moment gold flash light thing never always seemed right night endless pleasure law allow baby baby might also like kiss like whisper like lost long ago coming back want like need like dead long ago coming back hard resist coming back barely recall coming back coming back empty threat hollow lie whenever tried hurt hurt even worse much deeper hour went day alone last count chance lost forever forever history slamming door made strong somehow never wasted time since touch like kiss like long ago coming back touch like kiss like gone wind coming back coming back coming back moment gold flash light thing never always seemed right night endless pleasure law allow baby baby baby touch like hold like gone wind coming back see like see like see want see coming back flesh fantasy coming back barely recall coming back forgive forgive forgive forget coming back see like see like see want see coming back flesh fantasy coming back barely recall coming back coming back kiss like coming back touch like coming back like coming back 
"""Too Close""",wonder could tell hard right yeah come dance baby yeah feel right come stop done come yeah right hold baby grindin get excited ooh like try fight dancin real close plus real real slow makin hard song requested dancin like naked almost like sexin yeah yeah boo like deny know tell excited girl step back dancin kinda close feel little poke comin girl know felt boo know help know wan might also like baby grindin get excited ooh like try fight dancin real close plus real real slow know makin hard baby dancin close good idea cause want way shake make want bad sexually girl step back dancin kinda close feel little poke comin girl know felt boo know help know wan yes baby grindin get excited ooh like try fight dancin real close plus real real slow know makin hard baby stop baby grindin get excited ooh like try fight dancin real close plus real real slow makin hard love shake like see like like love shake like see like like baby like baby grindin get excited ooh like try fight dancin real close plus real real slow makin hard like way move baby grindin get excited making want way move plus real real slow like thing cause little close yeah get excited ooh like try fight dancin real close plus real real slow makin hard 
"""The Boy Is Mine""",boy mine boy mine boy mine boy mine boy mine excuse please talk minute huh sure know look kinda familiar yeah wanted know know somebody named know name yeah definitely know name well wan let know mine mine need give enough hard see boy mine sorry seem confused belongs boy mine think time got straight let sit talk face face way could mistake man insane see know may bit jealous blind see love see tried hesitate wan say told said without make day shame maybe misunderstood cause see could wan change something good love took boy mine might also like need give enough enough hard see boy mine boy mine sorry sorry seem confused confused belongs boy mine must thing keep acting like fool need know know girl true think realize try understand part life know killing inside say wan say take truth escape tell real fake get picture past future get away time shine know boy mine boy mine need give enough enough hard see see boy mine boy mine sorry sorry seem confused seem confused belongs belongs boy mine boy mine need give ooh enough enough hard see boy mine mine mine mine mine sorry sorry seem confused seem confused belongs belongs boy mine destroy love found silly game allow boy mine without doubt might well throw towel make think want one brought special place heart love right start boy mine need give give enough enough hard see hard see boy mine boy mine sorry sorry seem confused seem confused belongs belongs boy mine need give need give enough enough hard see hard see boy mine boy mine sorry mine seem confused seem confused belongs belongs boy mine boy mine need give enough mine hard see mine boy mine mine sorry seem confused belongs boy mine 
"""You're Still the One""",first saw saw love first time touched felt love time still one love mmm yeah look like made look far come baby mighta took long way knew get someday said bet never make look holdin still together still goin strong still one still one run one belong still one want life still one still one love one dream still one kiss goodnight might also like nothin better beat odds together glad listen look would missin said bet never make look holdin still together still goin strong still one still one run one belong still one want life still one still one love one dream still one kiss goodnight still one ooh ooh ooh yeah still one still one run one belong still one want life yeah still one still one love one dream still one kiss goodnight glad made look far come baby 
"""Truly Madly Deeply""",dream wish fantasy hope love everything need love every breath truly madly deeply strong faithful cause counting new beginnin reason livin deeper meanin yeah well wan stand mountain wan bathe sea wan lay like forever sky fall star shining brightly velvet sky make wish send heaven make want cry tear joy pleasure certainty surrounded comfort protection highest power lonely hour lonely hour tear devour might also like well wan stand mountain wan bathe sea wan lay like forever sky fall see baby close eye cause standing right need surely come hoo hoo yeah yeah dream wish fantasy hope love everything need love every breath truly madly deeply love mmm mmm wan stand mountain wan bathe sea wan lay like forever sky fall well wan stand mountain wan bathe sea well want live like forever sky fall ooh ooh ooh yeah ooh ooh 
"""Together Again""",time look beyond time feel love around baby never forget baby never forget time look beyond time feel love around baby never forget baby feel belong draw strength word said hey baby look deeper inside baby dream together want together baby know together cause everywhere every smile see know smilin back dancin moonlight know free cause see star shinin might also like together ooh good time share together ooh make wan dance together ooh say loud proud together ooh love always true angel wait wrap wing around baby wrap around baby ooh wrap around baby wrap around baby sometimes hear whisperin pain worry ever see baby ever see baby happy baby happy baby dream together want together baby know together cause everywhere every smile see know smilin back dancin moonlight know free cause see star shinin together ooh good time share together ooh make wan dance together ooh say loud proud together ooh love time look beyond time feel smile upon baby never forget baby give hold close earth heaven together baby together together baby together baby everywhere every smile see know smilin back dancin moonlight know free cause see star shinin everywhere every smile see know smilin back dancin moonlight know free cause see star shinin 
"""All My Life""",baby baby baby baby baby baby baby baby baby baby baby baby ooh glad never find another lover sweeter sweeter never find another lover precious precious girl close like mother close like father close like sister close like brother one everything song sing life prayed someone like thank god finally found cause life prayed someone like hope feel way hope love might also like said thinkin baby said promise never fall love stranger thinking praise lord sending love cherish every hug really love life prayed someone like thank god finally found cause life prayed someone like hope love hope feel way ever known smile face see glow turned life around picked ever known smile face glow picked ever known smile face glow picked hope feel way yes pray love life prayed someone like thank god finally found cause life prayed someone like hope love hope feel way life prayed someone like thank god finally found cause life prayed someone like hope love hope feel way life prayed someone like thank god finally found cause life prayed someone like hope love hope feel way 
"""Nice & Slow""",really know coming right baby tell wan got hot already baby okay give ten minute ready hey wear little thing like yeah baby tell wan seven clock dot drop top cruising street yeah got real pretty pretty little thing waiting pull anticipating good love keep waiting got plan put hand place never seen girl know mean let take place nice quiet one interrupt got rush wan take nice slow baby tell wan see waiting long making love sun come baby wan take nice slow baby tell wan might also like driving round town contemplating gon lay girl got saying wish could pull get thing started right wan something freaky baby think heard wan something freaky baby call name call baby tell wan got nigga feenin like jodeci every time roll holding trying get control nice slowly know never letting never messing flow hook come let take place nice quiet one interrupt got rush wan take nice slow baby tell wan see waiting long making love sun come baby wan take nice slow baby tell wan tell wan get freaky cause freak right freak right freak like one ever ever made feel freak right freak right freak freak like one ever made feel yeah baby tell wan baby tell wan 
"""I Don't Want to Wait""",open morning light say little prayer know stay alive see peace every eye doo doo doo doooo doo doo doo doooo doo doo doo doo doooo doo doo doo doooo doo doo doo doooo doo doo doo doo doooo two baby one six month one three war every telephone ring every heartbeat stinging thought god calling would son grow know father wan wait life want know right wan wait life yes sorry might also like doo doo doo doooo doo doo doo doooo doo doo doo doo doooo showed wet rainy front step wearing shrapnel skin war saw life inside still hard gentle warm year pas granddaughter wan wait life want know right wan wait life yes ohhh look across room wearing anguish believe know feeling suck jaw anger ohh breathe little deeply moment wan father father father wan open morning light say little prayer know stay alive see peace every eye wan wait life want know right wan wait life yes wan wait life want know right wan wait life yes sorry doo doo doo doooo doo doo doo doooo doo doo doo doo doooo doo doo doo doooo doo doo doo doooo doo doo doo doo doooo open morning light say little prayer know stay alive see love every eye 
"""How's It Going to Be""",pretty sure take anymore take swing wonder fighting say loud wan get wonder anything gon miss wonder going know going sure going one talk cause care going going used laugh shouting match sharp thumbnail scratch silence ignore like hammock doorway spent time swing empty see lightning like last fall always hit might also like wonder going go going around going found nothing cause care going going going know anymore going wan get back soft dive oblivion wan taste salt skin soft dive oblivion oblivion going know anymore going going 
"""No, No, No""",remix jeep pump new remix huh remix radio play remix remix club pump remix remix yeah yeah yeah yeah yeah refugee camp remix destiny child bout set yeah yeah yeah yeah yeah remix street pump remix yeah yeah yeah yeah yeah remix every project come come yeah yeah yeah yeah yeah destiny child hey boy know want see eye keep frontin say mind cause every time near give sign ask deal hold inside wan got keep real tell goin tell feel boy know want much want come get love yeah might also like saying really yeah yeah yeah yeah yeah saying really yeah yeah yeah yeah yeah frontin know really want saying really yeah yeah yeah yeah yeah saying really yeah yeah yeah yeah yeah frontin know really want keep actin way gon lose love got time play better hurry cause every time come around cruise round way see corner know say walk babe seem shy problem baby never girl like see right know wan mine get act together cause runnin time saying really yeah yeah yeah yeah yeah saying really yeah yeah yeah yeah yeah front know really want saying really yeah yeah yeah yeah yeah saying really yeah yeah yeah yeah yeah alright play guitar right every time see boy pretend want get home call phone tell much care close eye shorty guaranteed hypnotized remix wyclef provide care size girl shake thigh tryin hood stay alive make little money destiny child thug hear song dance wild like texas movin like limit soldier went dream young supremes sing girl saying really yeah yeah yeah yeah yeah saying really yeah yeah yeah yeah yeah frontin know really want saying really yeah yeah yeah yeah yeah saying really yeah yeah yeah yeah yeah frontin know really want saying really yeah yeah yeah yeah yeah saying really yeah yeah yeah yeah yeah frontin know really want saying really yeah yeah yeah yeah yeah saying really yeah yeah yeah yeah yeah 
"""My Heart Will Go On""",every night dream see feel know far across distance space come show near far wherever believe heart open door heart heart love touch one time last lifetime never let til gone love loved one true time hold life always near far wherever believe heart heart open door heart heart might also like nothing fear know heart stay forever way safe heart heart 
"""Gettin' Jiggy wit It""",bring wooooo haha haha mark ready set let dance floor pro know know psycho woo new joint hit sit got get jiggy wit ooh honey honey come ride dkny eye got prada bag lot stuff ugh ugh ugh give friend let spin everybody lookin glancin kid wishing dancin jig handsome kid ciga cigar right cuba cuba bite look light illway may ance day oor flay haha give jiggy make feel like foreplay woo cardio infinite big willie style gettin jiggy wit might also like gettin jiggy wit gettin jiggy wit gettin jiggy wit want ball kid watch step woo might fall trying mama ugh mama ugh mama come closer middle club rub dub love hater hater mad cause got floor seat lakers see fifty yard line raider met ali told greatest got fever flavor crowd pleaser play another prince highness mad chick ride whip south west east north bump hit watch yes yes woo stop winter summertime make hot gettin jiggy wit gettin jiggy wit gettin jiggy wit gettin jiggy wit eight fifty need lift kid drop else smith living life consider myth rock south street one two fifth woman used tease give nice easy since moved like george weezie maximum asking would like bounce brother platinum never see attacking rather play ball shaq flatten psych kidding thought took spill trust lady life hitting hit drop top ribbon crib mom outskirt philly trying flex silly gettin jiggy wit gettin jiggy wit gettin jiggy wit gettin jiggy wit 
"""My Way""
",see rare find people like cause look tryna cause way huh huh come everything want make girl say oooh oooh fly beep ever since wan get freaky get mad want whatever want get mad want still gon give like way way way satisfy need keep running back see way way say go control might also like bad as oritas two seaters kick new kick mix right turn trick turn catching brick concern haha forget little midget mind seven digit pay heaven sky visit dig pulling stop locking spot saying front front day forth know heat major league girlfriend paging know like know see like see door yeah shotgun drop fun system bassing conversation see mean chasing facing saying give baby way ooh way satisfy need keep running back see way way way woah say go control check check girl let let take far ooh wee ooh wee let every chance could get think baller gon call clip get mad want say whatever want still gon give like way ooh way way way way satisfy need keep running back see keep running back way woah yeah way say go go control control control way way way ayy ayy ayy ayy satisfy need keep running back see way ooh way say go control way anything everything want way satisfy need anything everything keep running back see want way anything way say go control 
"""My All""",nah nah ooh thinkin sleepless solitude tonight wrong love heart let right cause drowned pull without side give one night risk life feel body next mine cause living memory song give love tonight baby feel imaginin lookin eye see clearly vividly emblazoned mind yet far like distant star wishing tonight might also like give one night risk life feel body next mine cause living memory song give love tonight give one night risk life feel body next mine cause living memory song give love tonight give love tonight 
"""The First Night""",come baby baby tell hear need turn huh huh baby baby tell hear need turn huh baby baby tell hear need turn huh huh baby baby tell hear need turn huh huh boy evening feeling completely open open satisfaction wan say yes afraid reaction knew wrong feelin way especially thought gettin first date let stayed mind end night decide thinkin might also like make move know probably thinking something wrong knowin right get first night make move know probably thinking something wrong knowin right wan get first night chillin watching thought coming close got wanted touch wanted kiss somehow one night discover love felt right felt wrong look carryin tryin say thing get stay watch tell gettin late thinkin make move know probably thinkin something wrong way knowin right get first night get baby make move know probably thinkin something wrong probably thinkin something wrong knowin right wan get first night want got know got know want love love got win love hey baby way got yeah get know get know make move know probably thinkin babe knowin baby yeah yeah get first night make move know probably thinkin something wrong knowing right wan get first night make move make move know probably thinkin something wrong probably thinkin something wrong knowing right yeah yeah yeah get first night first night make move baby know probably thinkin something wrong baby yeah yeah knowing right wan get first night make move yeah yeah yeah know probably thinkin something wrong probably thinkin something wrong knowing right get first night make move know probably thinkin something wrong knowing right wan get first 
"""Been Around the World""",know saying got nigga like whatever reason got nigga wan see rich got nigga mad cause always bitch got nigga like know phd nigga know pop lot shit back though see difference lot nigga pop shit lot nigga make hit like whole bad boy shit come bring nigga puff lox whoever black rob want dance dance trick lace got lot girl love replace tell face boo behind back nigga talk shit never mind funny never find puff dime stack write hot shit make nigga say rewind nigga know harlem gigolo get lick low make bitch hit door represent honey money fly guy gem drive tint thirty five percent hoe hope lay look way cop say okay tint smoke gray way nigga leave without handing shit got plan get lamb nigga pen understand shit pop champagne like championship might also like around world playa hated say know know want faded hahaha know hate yeah lady drop mercedes huh baby baby one bedroom dreaming million beach house cream ceiling right gentleman living tenement swimming woman ten woo went bad boy crushed linen men dividend new benjamin hoe complexion like cinnamon got hoe well nigga send waiting let freak show begin came truck nah puff benz mercedes mere baby like way come hot hazy never shady must crazy ridiculous put lip kiss right girlfriend ticklish huh hahaha switching wrist full nigga please macaroni cheese around world playa hated say know know want faded right know hate haha lady drop mercedes yeah baby baby puff rule world even though young make biz see lady cum yeah get strung tip tongue lick place nigga dare put face come die hope remake flow brand new treasure old try throat dry even smoke eat mami chocha drive loca never ride far pack five car save money drink buy bar yeah everywhere drive star little kid corner scream car day fly come club nigga huh rock ton gold enough money fold roll way wan roll break hundred toll come around world playa hated yeah yeah huh playa hated know know want faded want fated know hate hate lady drop mercedes lady say yeah baby baby around world playa hated know sometimes got ask know know want faded much jealous world know hate lady look mine get drop mercedes baby baby okay message back madd rapper brother madd producer okay sit back relax enjoy get take sip water deep breath welcome back see got check though trevor jones sitting conversing madd rapper still pretty mad get check though time brought someone else quite frankly yeah yeah even madder got right producer know saying mad keep real simple yeah tell nigga mad son tell nigga mad son okay gentleman please one time tell mad son word tell mad son know saying culture know saying recognizing new jack shit yeah play play shit know saying please producer foul language rapper please calm nigga bullshit know saying real producer know sayin come find know saying brother hipped nigga tryin rap yeah shit got mad please rapper shit got mad shit know saying family oriented show know saying shit fed gentleman please word know saying disregard foul language watchin nigga video know saying got mermaid swimmin living room shit like know saying nigga dancing rain kid climbin mountain shit know saying watchin nigga video gon ask refrain language car goin two hundred mile hour fuck going please rapper nigga climbing fuckin car please refrain foul language one time let see try shit train know saying try shit fuckin train kind shit know saying got thousand nigga write let write son shit jumpin got john blaze shit 
"""Adia""",adia believe failed adia know let know tried hard love way easy let adia empty since left trying find way carry search everyone see went wrong one left finger one blame one left talk honey one buy innocence cause born innocent believe adia still innocent easy falter matter might also like adia thought could make know change way feel leave misery friend betray pull tower take away pain show beauty posse let believe born innocent believe adia still innocent easy falter matter cause born innocent believe adia still innocent easy falter matter believe adia still innocent cause born innocent believe adia still innocent easy falter matter 
"""Crush""",crush see blowin kiss take scientist understand going baby see something eye let overanalyze deep baby baby let make fuss get crazy play loose like date destiny ahh little crush crush like faint every time touch ahh little thing crush like everything depends might also like sha sha raising adrenaline banging heart tin please make much baby baby say forevermore looking commit maybe maybe let make fuss get crazy crazy play loose like date destiny ahh little crush crush like faint every time touch ahh little thing crush like everything depends sha sha vanilla sky vanilla sky white picket fence eye vision ahh little crush crush like faint every time touch ahh little thing crush like everything everything depends sha like faint every time touch little thing like everything depends sha sha like faint every time touch little thing like everything 
"""Everybody (Backstreet's Back)""",everybody yeah rock body yeah everybody yeah rock body right backstreet back alright hey yeah god back brother sister everybody sing gon bring flavor show got question better answer yeah original yeah one yeah sexual yeah everything need better rock body everybody yeah yeah rock body yeah yeah everybody yeah rock body right backstreet back alright alright might also like throw hand air wave around like care wan party let hear yell cause got goin yeah yeah original yeah one yeah sexual yeah everything need better rock body everybody yeah yeah rock body yeah yeah everybody yeah rock body right backstreet back alright alright yeah yeah rock body everybody everywhere afraid fear gon tell world make understand long music coming back everybody yeah yeah rock body yeah yeah everybody yeah rock body right rock body right backstreet back everybody yeah yeah everybody rock body rock body yeah yeah everybody everybody rock body everybody yeah everybody rock body rock body right everybody backstreet back alright 
"""I Don't Want to Miss a Thing""",could stay awake hear breathin watch smile sleepin far away dreaming could spend life sweet surrender could stay lost moment forever every moment spent moment treasure wan close eye wan fall asleep cause miss babe wan miss thing cause even dream even dream sweetest dream would never still miss babe wan miss thing lying close feelin heart beating wonderin dreamin wonderin seein kiss eye thank god together wan stay moment forever forever ever might also like wan close eye wan fall asleep cause miss babe wan miss thing cause even dream even dream sweetest dream would never still miss babe wan miss thing wan miss one smile wan miss one kiss well wan right like wan hold close feel heart close mine stay moment rest time yeah yeah yeah yeah yeah wan close eye wan fall asleep cause miss babe wan miss thing cause even dream even dream sweetest dream would never still miss babe wan miss thing wan close eye wan fall asleep cause miss babe wan miss thing cause even dream sweetest dream would never still miss babe wan miss thing wan close eye wan fall asleep yeah wan miss thing 
"""Body Bumpin' (Yippie-Yi-Yo)""",yippie yippie yea wan bump body baby wan bump body wan bump body yippie yippie yea wan bump body baby wan bump body wan bump body yippie yippie yea wan bump body baby hmm mmm wan bump body wan bump body wan bump yippie yippie yea wan bump body baby wan bump body wan bump body dance floor holdin tight got make feel got press body tight rub body grind mood dancin real freaky ooh groove mind body bumpin time baby love makin hopefully grind huh want cause want let doin yeah yippie yippie yea wan bump body baby wan bump body wan bump body night yippie yippie yea wan bump body baby wan bump body wan bump body bumpin body yippie yippie yea wan bump body baby wan bump body wan bump body come baby come baby yippie yippie yea wan bump body baby tonight wan bump body wan bump body bump body bump body might also like grant wish let know mind time hit bump grind mood wan feel groove girl creep move let get room makin thing never behind closed door wan make shout freaky thing body bumpin night long doubt want bring bumpy yippie yippie yea wan bump body baby dance floor wan bump body wan bump body stop yippie yippie yea wan bump body baby baby bring wan bump body wan bump body yippie yippie yea wan bump body baby let wan bump body wan bump body bump body yippie yippie yea wan bump body baby wan bump body wan bump body girl come bumpin everybody get freak bumpin everybody get freak bumpin bumpin everybody get freak baby wan get freak bumpin baby everybody get freak yippie yippie yea yippie baby wan bump body baby wan bump body wan play body wan bump body care lookin care around yippie yippie yea wan bump body baby wan know get wan bump body wan bump body yippie yippie yea wan bump body baby cause wan bump body baby tonight wan bump body wan bump body yippie yippie yea wan bump body baby come wan bump body wan bump body bump baby yippie yippie yea wan bump body baby bump body wan bump body wan bump body bump body yippie yippie yea wan bump body baby yippie yippie yea yippie baby wan bump body wan bump body body bumpin baby body bumpin baby tonight yippie yippie yea wan bump body baby wan bump body wan bump body yippie yippie yea wan bump body baby cause bump mama bump sister wan bump body wan bump body gon bump baby yippie yippie yea wan bump body baby wan bump body wan bump body yippie yippie yea wan bump body baby wan bump body wan bump body yippie yippie yea wan bump body baby wan bump body wan bump 
"""This Kiss""",want another heartbreak need another turn cry wan learn hard way baby hello goodbye got like rocket shooting straight across sky way love feeling like centrifugal motion perpetual bliss pivotal moment impossible kiss kiss unstoppable kiss kiss cinderella said snow white love get course wanted white knight good heart soft touch fast horse ride sunset baby forever might also like way love feeling like centrifugal motion perpetual bliss pivotal moment unthinkable kiss kiss unsinkable kiss kiss kiss moonlight rooftop sky kiss window open rain come pouring inside kiss sweet slow motion let let everything slide got floating got flying way love way feeling like centrifugal motion ahh ahh perpetual bliss pivotal moment subliminal kiss kiss criminal kiss kiss way love baby way love baby way love darling yeah way love way feeling like centrifugal motion ahh ahh perpetual bliss pivotal moment subliminal kiss kiss criminal kiss kiss way love baby way love baby way love darling yeah way love feeling like centrifugal motion 
"""I Don't Ever Want to See You Again""",early one mornin asleep received letter addressee paid mind fact wanted send back something feeling said open said dear reader close friend mine hope letter find time cause love endin life beginnin woman know hold dear made wan say ever wan see stuck till end conscience clear move wish could say baby ever wan see yeah tell best friend messin around want notice true love might also like took minute wake see love life doin wanted lay die cause pride let cry somehow knew get said understand felt touch see love much unfair never thought share love thought given ever wan see stuck till end conscience clear move wish could say baby ever wan see tell best friend messin around want notice true love say love said love baby love must blind cause sure see one comin blind see best friend huh say keep one love close low enemy even closer win losin girl closest thing baby cause one thought friend ended true enemy knowin pain caused listen baby gave everything love ring violated wan see ever wan see stuck till end conscience clear clear move move wish could say baby gon say prayer baby ever wan see wan see tell best friend messin around want notice true love ever wan see never would soon stuck till end rather cold day june conscience clear clear move wish could say baby need right ever wan see ever wan see know really need tell best friend walked around let feel good around messin around want notice 
"""Let's Ride""",uhhhhhh like huh remember let get roudy let ride yeah yeah montell walk goin lobby tell bellman need towel see shorty one sittin tell still bobbin heard let get roudy montell know montell bout bout master bout bout stepped club show know spot everybody low low saw saw told like master montell occassionsly laid back put mouth said wan see shake girl cuz bout bout bout tha nigga tha club jealous cuz waited stayed damn near bout pay might also like let ride night doubt love bout bout excited girl wan ride let ride tonight without love bout bout want tonight babe girl wan ride baby incredible thing wearin nothing string chocolate lip sexy thigh sittin properly top riding stopping bounced back rocked slow like auditioning kick video limit listening whispering girl wan ride repeat moving round round tonight moving around around moving round round let ride baby nothing like real thing master see soldier wild could make smile make nine pow put boot let run mile camoflauge sheet make head board squeak till reak cuz thug like freak sixty eight code bout girl let roll told limit cuz tonight anything go silkk anything go let roll lem help take clothes give preview rest show thug love mixed cream hennessey strawberry moet champagne bath havin hot tub wipe foot oriental rug get enough top top want thug girl stopping repeat coming breakfast tomorrow yeah coming wit silkk fool told limit 
